id,title,new_add,소재지주소,지정일자,음식의유형,주된음식종류,call,img_url,Latitude,Longitude
155,맛청,대전광역시 서구 둔산로51번길 16 (둔산동),대전광역시 서구 둔산동 1281 ,20170713,일식,일식,042 487 2277,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220101_38%2F1641027975717XxDxb_JPEG%2F22-01-01-17-48-08-061_deco.jpg,36.351861,127.3801305
156,금평식당관저분점,"대전광역시 서구 관저중로96번길 42 (관저동,(1층))",대전광역시 서구 관저동 1056 (1층) ,20061228,한식,추어탕, 042 5459885,NULL,36.3001451,127.3371684
157,명옥헌삼대진곰탕,대전광역시 서구 도산로369번길 66 (괴정동),대전광역시 서구 괴정동 423-15 ,20120501,한식,곰탕,042 535 8809,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170703_102%2F1499054645807gryHS_JPEG%2F20170628_171622.jpg,36.3396783,127.3896467
158,그고깃집,대전광역시 서구 한밭대로707번길 27 (월평동),대전광역시 서구 월평동 289 ,20131230,한식,제주도 삼겹살, 042 4823087,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200607_263%2F1591458396673hrxnr_JPEG%2FbXXv3DrljQhC14hIU45s4LeE.jpg,36.3591291,127.3772627
159,거두리시래기감자탕,"대전광역시 서구 둔산대로117번길 29, 1층 (만년동)",대전광역시 서구 만년동 355 1층 ,20151230,한식,감자탕,042 488 4579,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_179%2F1652062787692vTQEW_JPEG%2F1652062626576.jpg,36.3663456,127.3820014
160,도가네장수촌,"대전광역시 서구 유등로 465, 2층 (가장동)",대전광역시 서구 가장동 17-29 2층 ,20090729,한식,"닭백숙, 오리백숙", 042 5315252,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170829_48%2F1503968487134USGgo_JPEG%2F-ehsUFQb_FfF6KJqMK080AIT.jpg,36.3311955,127.3922291
161,일정,대전광역시 서구 만년로67번길 18-9 (만년동),대전광역시 서구 만년동 323 ,20060706,한식,한정식,042 489 8877,NULL,36.3683895,127.3807739
162,어식백세,"대전광역시 서구 둔산로123번길 15 (둔산동,1층)",대전광역시 서구 둔산동 1410 1층 ,20081229,한식,생선구이, 042 4833007,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_54%2F1563943848898G6F31_JPEG%2F13-RG-kUyl5EoySiAp0a-m30.jpg,36.3519717,127.3874261
163,목련관,대전광역시 서구 갈마로169번길 11 (괴정동),대전광역시 서구 괴정동 128-6 ,20030403,한식,한정식,042 536 0119,NULL,36.3393799,127.3758404
164,짬뽕지존,대전광역시 서구 둔산서로 13 (둔산동),대전광역시 서구 둔산동 1252 ,20161014,중식,짬뽕, 042 4895160,NULL,36.3476839,127.3825967
165,엑스포아구,대전광역시 서구 대덕대로234번길 29 (둔산동),대전광역시 서구 둔산동 1323 ,20030929,한식,"복,아구탕", 042 4718787,NULL,36.353779,127.3813687
166,차이나공,"대전광역시 서구 둔산대로117번길 18, 1층 (만년동)",대전광역시 서구 만년동 376 ,20070813,중식,짜장면, 042 4866618,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200526_19%2F1590488132476RaS69_JPEG%2FU5O2G9kAURo0Js5kS3Tj5lFC.JPG.jpg,36.3656997,127.382577
167,허가네본가,대전광역시 서구 갈마로 10 (갈마동),대전광역시 서구 갈마동 307-14 ,20060331,한식,돼지갈비, 042 5235269,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200620_173%2F1592649947878eEXDv_JPEG%2Fnmgal0l2kPAW-yfVVKpT65MN.jpg,36.3514809,127.3687949
168,한우돈숯불구이,"대전광역시 서구 둔산중로134번길 29, 2층 (둔산동)",대전광역시 서구 둔산동 924 2층 ,20081020,한식,생삼겹, 042 4823740,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200106_87%2F15782855964827Ge8f_JPEG%2FvqT1amYIFqRnAO2x99wn7Rbv.jpg,36.3589774,127.3887239
169,완도수산,대전광역시 서구 신갈마로 161 (갈마동),대전광역시 서구 갈마동 366-6 ,20061228,일식,생선회,042 537 8787,NULL,36.3481677,127.368073
170,케이디(K.D)유통(정주는돼지),"대전광역시 서구 갈마로 138 (괴정동,1층)",대전광역시 서구 괴정동 413-2 1층 ,20090729,한식,제주흑돼지 앞다리살, 042 5217777,NULL,36.3410262,127.372512
171,(유)아웃백스테이크하우스코리아둔산점,"대전광역시 서구 대덕대로 164, 1층 (갈마동)",대전광역시 서구 갈마동 1435 ,20070813,양식,스테이크, 042 5276171,NULL,36.3476243,127.3766636
172,연향,"대전광역시 서구 대덕대로220번길 32, 2층 (둔산동)",대전광역시 서구 둔산동 1285 ,20070813,한식,한정식, 042 4768800,NULL,36.3518591,127.380975
173,후지산,"대전광역시 서구 둔산로137번길 21, 4층 (둔산동)",대전광역시 서구 둔산동 1469 4층 ,20080526,일식,활어회,042 471 6300,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190627_259%2F1561563685135oq5kS_JPEG%2FojRsX-vC_75V3I11wXzHhYG8.jpg,36.3522563,127.3889736
174,복수칼국수,"대전광역시 서구 복수중로 38, 목화(아) 유치원동 (복수동)",대전광역시 서구 복수동 274-1 목화(아) 유치원동 ,20040705,한식,칼국수,042 582 5234,NULL,,
175,금촌,대전광역시 서구 둔산중로134번길 39 (둔산동),대전광역시 서구 둔산동 925 ,20161014,한식,등심구이, 042 4823592,NULL,36.3589802,127.3890983
176,착한감자탕,"대전광역시 서구 도산로 292-2, 1층 (가장동)",대전광역시 서구 가장동 45-1 1층 ,20040705,한식,감자탕, 042 5335225,NULL,36.3322437,127.3859042
177,마늘장군보쌈,대전광역시 서구 도솔로 265-1 (내동),대전광역시 서구 내동 19-2 ,20150703,한식,마늘보쌈, 042 5264758,NULL,36.3334227,127.3786191
178,위아래복집,대전광역시 서구 한밭대로707번길 15 (월평동),대전광역시 서구 월평동 286 ,20080111,한식,복매운탕, 042 4831252,NULL,36.3585703,127.3772616
179,향우갈비촌,"대전광역시 서구 도마로 84, 1층 (도마동)",대전광역시 서구 도마동 74-10 1층 ,20051220,한식,돼지갈비,042 536 8867,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTExMDNfNDQg%2FMDAxNjM1OTA5MDk4NTY3.LT53sw1lPNxiFdPRdp5wcW65wsPCyhKdtTvUOUcc3g0g.L4rVjgv-0iAN_5oIx28cOKH55R-2ADC2zzfgE6oIgr4g.JPEG.imchuroo%2Fse%25A3%25DFone%25A3%25DF20211103%25A3%25DF120948%25A3%25DFa.jpg,36.3218896,127.3793288
180,뜨락비빔국수,"대전광역시 서구 계백로 1377 (도마동,1층)",대전광역시 서구 도마동 190-13 1층 ,20041210,분식,비빔국수,042 486 6565,NULL,36.3111469,127.3748784
181,을지식당가,"대전광역시 서구 둔산서로 95 (둔산동,지하1층)",대전광역시 서구 둔산동 1306 지하1층 ,20081020,한식,돌솥비빔밥, 042 4717038,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjBfMTQz%2FMDAxNjU1NzM1Nzk1ODEw.mHxihTSf7WbV0sOQrfKciS8G5An12ZgeaTHGiF8f_jgg.ZZqearRJ7sgb58_o1fy5YaT2r14VWSU4DLj-ITOLV9cg.JPEG.judy638%2F20220531%25A3%25DF125913.jpg,36.355327,127.3820082
182,5.5닭갈비본점,"대전광역시 서구 문정로 148, 2층 203호 (탄방동)",대전광역시 서구 탄방동 1034 ,20061016,한식,닭갈비, 042 4862315,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200517_300%2F1589694473170nMqew_JPEG%2FWYNchTgKqHR87kS3sJ3XF4XD.jpeg.jpg,36.3472613,127.3954832
183,장수골,"대전광역시 서구 계룡로500번길 88 (갈마동,1층)",대전광역시 서구 갈마동 1379 1층 ,20060331,한식,삼겹살, 042 5229211,NULL,36.3410147,127.377388
184,천년의 정원,"대전광역시 서구 만년로67번길 18-13 (만년동,1,2층)","대전광역시 서구 만년동 322 1,2층 ",20051007,중식,중화요리, 042 4851797,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210704_189%2F1625400780534rNAQX_PNG%2F2I4cWKen6PVuFEJCuHRiaoTB.png,36.3683568,127.3810605
185,왕가한정식,"대전광역시 서구 만년로68번길 45 (만년동,1층)",대전광역시 서구 만년동 362 1층 ,20051007,한식,한정식, 042 4896003,NULL,36.3658075,127.3807765
186,황제장어나라 내동점,"대전광역시 서구 도산로 245, 1층 (내동)",대전광역시 서구 내동 8-43 1층 ,20091015,한식,삽겹살구이,,NULL,36.3296144,127.3819797
187,씨제이푸드빌(주)빕스둔산점,"대전광역시 서구 대덕대로 243, 2층 (둔산동)",대전광역시 서구 둔산동 1026 광신빌딩 ,20091015,양식,"샐러드뷔페,스테이크", 042 4720997,NULL,36.3545224,127.3789088
188,본죽도마점,"대전광역시 서구 배재로 166 (도마동,1층)",대전광역시 서구 도마동 25-3 1층 ,20070425,한식,전복죽, 042 5241718,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210910_267%2F1631251422069sVCzx_JPEG%2Ffj-rT0LKvOcH2RQHzvUciHrd.jpg,36.3232349,127.3704985
189,가마솥추어탕,"대전광역시 서구 계룡로571번길 23-13 (탄방동,1층)",대전광역시 서구 탄방동 687 1층 ,20061228,한식,추어탕,042 482 8118,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_6%2F1441031953205xuRqj_JPEG%2F11732125_0.jpg,36.3433008,127.386722
190,추부추어탕,"대전광역시 서구 월평중로24번길 10, 1층 (월평동)",대전광역시 서구 월평동 531 1층 ,20060706,한식,추어탕,042 482 8897,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20121210_243%2Fkyj1004g_13551223888453OFCd_JPEG%2F20121207_121120.jpg,36.3564939,127.364438
191,금촌신관,"대전광역시 서구 둔산중로 138, 지하1층 (둔산동)",대전광역시 서구 둔산동 921 지하1층 ,20170713,한식,삼겹살구이,042 476 2567,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170526_139%2F1495772892724O0OI9_JPEG%2F186476535832418_0.jpg,36.3590156,127.3872105
192,우래정,"대전광역시 서구 도마5길 7 (도마동,1층)",대전광역시 서구 도마동 89-8 1층 ,20060331,한식,삼겹살, 042 5242210,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210118_13%2F1610961400861kyiWY_JPEG%2FCup8u7yPjBBq0h5IzKUBqaQe.jpeg.jpg,36.3164823,127.3793783
193,곽만근갈비탕대전갈마점,"대전광역시 서구 계룡로 310, 1층 (갈마동)",대전광역시 서구 갈마동 274-2 1층 ,20121221,한식,갈비탕, 042 5223308,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODAxMDdfMTU1%2FMDAxNTE1MjU4NzQ0NTUy.glAmBTZ_PrgsMEdhQbAwOm3EBiVSQXUHr3994SxEeh0g.4bOG-z7weY4aN6jV0cxtXIb4asEYOpQZ6RRfw1JOnhUg.JPEG.toll608%2FIMG_8739.jpg,36.3534313,127.3635482
194,시골길,"대전광역시 서구 둔산로31번길 61 (둔산동,1층)",대전광역시 서구 둔산동 997 1층 ,20140404,한식,낙지볶음,042 487 6031,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190131_43%2F1548917183405PSLUD_JPEG%2FjoAuueyppDiXRTEwUZPn65gy.jpg,36.3545085,127.3772772
195,지리산산골농장,"대전광역시 서구 둔산남로105번길 15, 2층 (둔산동)",대전광역시 서구 둔산동 1433 2층 ,20140707,한식,삼겹살구이,042 472 0333,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200610_268%2F1591715297515zCDiO_JPEG%2FwR8K2CCX0Y_M8yD2cCc8pb9G.jpg,36.3497664,127.3890321
196,삼순이시골감자탕,"대전광역시 서구 복수동로 71 (복수동,1층)",대전광역시 서구 복수동 837 1층 ,20061016,한식,감자탕, 042 5869800,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190112_150%2F1547287557253boGcT_JPEG%2FgHvHQ3cPZJd2rjs9GcyFufXz.jpeg.jpg,36.2978439,127.3785707
197,승인컴퍼니 주식회사,"대전광역시 서구 문정로 40 (탄방동,1,2층)","대전광역시 서구 탄방동 655 1,2층 ",20060706,일식,활어회,,NULL,36.3464172,127.3840784
198,새마을식당,"대전광역시 서구 둔산중로58번길 35 (둔산동,1층)",대전광역시 서구 둔산동 1461 1층 ,20091015,한식,육계장,,NULL,36.3519594,127.3887297
199,대관령양푼이동태찌개,"대전광역시 서구 변동로 110, 1층 일부호 (변동)",대전광역시 서구 변동 43-9 ,20061228,한식,동태찌개, 042 5367751,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_22%2F14410474286152BleJ_JPEG%2F97062575930988_0.jpg,36.3231867,127.384768
200,양평호성할매해장국,"대전광역시 서구 둔산북로 36, 1층 104,105호 (둔산동)",대전광역시 서구 둔산동 963 ,20170428,한식,해장국, 042 4837733,NULL,36.3554272,127.3783785
201,동방명주,"대전광역시 서구 문예로 15 (탄방동,301호)",대전광역시 서구 탄방동 732 301호 ,20061016,중식,사천탕면, 042 4863888,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170831_152%2F15041464852275H4KT_PNG%2FuqrexeV8rJ6EZ4XrmYKmG1jk.png,36.3480186,127.3898501
202,황토우렁쌈밥,"대전광역시 서구 대덕대로234번길 29 (둔산동,1층(103호))",대전광역시 서구 둔산동 1323 1층(103호) ,20140404,한식,쌈밥,,NULL,36.353779,127.3813687
203,본가옥해장국,"대전광역시 서구 동서대로 1052 (변동,1층)",대전광역시 서구 변동 70-38 1층 ,20070425,한식,해장국,042 523 9343,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200304_95%2F1583312314034XlEhj_JPEG%2FoOqzyb-k3ddMytfeRt-rU1gf.jpg,36.3302692,127.3777364
204,화평동왕냉면,"대전광역시 서구 동서대로 954 (내동,1층)",대전광역시 서구 내동 152-1 1층 ,20070813,한식,돼지갈비, 042 5349255,NULL,36.3340556,127.3686804
205,청사참치,"대전광역시 서구 둔산중로134번길 29 (둔산동,201호)",대전광역시 서구 둔산동 924 201호 ,20080526,일식,참치회,042 471 9955,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170523_174%2F1495498609669GUBDy_JPEG%2F2.jpg,36.3589774,127.3887239
206,영희네매운갈비찜,"대전광역시 서구 신갈마로 156-12, 1층 (갈마동)",대전광역시 서구 갈마동 378-31 ,20141223,한식,갈비찜,070 81250928,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220601_245%2F1654009762638LWElG_JPEG%2F1653580769159.jpg,36.3473292,127.3690334
207,해동토종칼국수족발,"대전광역시 서구 도림4길 52, 1층2층 (도마동)",대전광역시 서구 도마동 565-70 ,20131014,분식,칼국수, 042 5379110,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180910_222%2F15365466186950mkVp_JPEG%2Fy7XEBPtYatr9T_euj0hSajRc.jpg,36.3102619,127.3704101
208,춘천고려닭갈비,"대전광역시 서구 도산로 270 (가장동,1층)",대전광역시 서구 가장동 39-1 1층 ,20090729,한식,닭갈비, 042 5328555,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200502_107%2F1588430150081Lb6it_JPEG%2FNWobQNfTuSmKhSNSUa4KtDsC.jpg,36.3307774,127.3843229
209,5.5춘천닭갈비가장점,"대전광역시 서구 가장로 83-3 (괴정동,1층)",대전광역시 서구 괴정동 84-51 1층 ,20120501,한식,닭갈비, 042 5315155,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200316_126%2F1584349631856xxQ9y_JPEG%2FiwbJuLJ4t_yjFpJl_GZsqUM7.jpeg.jpg,36.3354039,127.3840615
210,영천식육식당,"대전광역시 서구 둔산중로46번길 22 (둔산동,1층)",대전광역시 서구 둔산동 1448 1층 ,20081020,한식,등심구이, 042 4713399,NULL,36.3506098,127.3881108
211,고향흑염소,대전광역시 서구 도솔로 88 (도마동),대전광역시 서구 도마동 107-29 ,20081020,한식,흑염소 전골, 042 5283025,NULL,36.3183038,127.3736731
212,금강왕생삼겹,"대전광역시 서구 둔산대로117번길 95 (만년동,리더스타운 C동 1층)",대전광역시 서구 만년동 308 리더스타운 C동 1층 ,20080111,한식,생삼겹,042 486 1922,NULL,36.3694387,127.3820114
213,한경희개성만두,"대전광역시 서구 신갈마로 15, 1층 (내동)",대전광역시 서구 내동 152-6 ,20090729,한식,만두전골,042 527 7799,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2F20150225_153%2Fbp_studio_1424861000082cfe56_JPEG%2FP1210354.jpg,36.3352533,127.3671369
214,강남면옥,"대전광역시 서구 둔산로123번길 15 (둔산동,1층)",대전광역시 서구 둔산동 1410 1층 ,20090729,한식,"갈비탕,냉면", 042 4729996,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190724_8%2F15639432871411Jyp3_JPEG%2F6kFzL599wLSCFMaRBZVNtQZo.jpg,36.3519717,127.3874261
215,금래원,"대전광역시 서구 배재로91번길 34, 1층 (도마동)",대전광역시 서구 도마동 329-1 1층 ,20161213,중식,짜장면, 042 5313373,NULL,36.3170851,127.3693541
216,립스틱해물뚝배기,"대전광역시 서구 둔산대로117번길 95, B동 101호 (만년동)",대전광역시 서구 만년동 306 B동 101호,20081229,한식,해물찜,042 483 8877,NULL,36.3692968,127.3817551
217,초원본가,"대전광역시 서구 계룡로571번길 23-15 (탄방동,1층)",대전광역시 서구 탄방동 687-1 1층 ,20091015,한식,등심구이, 042 4881667,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxNzA5MjhfNyAg%2FMDAxNTA2NTI4MzE4MzM1.hEpP8gToqWfRMt3WfTqUrtiJukQKHScciOL6PmqGr50g.09oENz6DooLBNASc0CmmQmyXWZi2Box9XshPkphtJPcg.JPEG.lilac1010%2F1506528304380.jpg,36.3433298,127.3865825
218,정일품두손두부,"대전광역시 서구 둔산대로117번길 34, 1층 (만년동)",대전광역시 서구 만년동 380 ,20170713,한식,두부,042 484 8004,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210312_119%2F16155597606974Ki3N_JPEG%2FqjzlwXTft8Iwk9qBDZK57HuC.jpeg.jpg,36.3664379,127.3826079
219,도솔촌,"대전광역시 서구 배재로 78 (도마동,102호)",대전광역시 서구 도마동 335-35 102호 ,20131230,한식,닭백숙,042 527 8787,NULL,36.3153265,127.3710186
220,(주)인디,"대전광역시 서구 대덕대로 246 (둔산동,B동 102호)",대전광역시 서구 둔산동 1369 B동 102호 ,20091217,기타,커리,042 471 7052,NULL,36.3547091,127.3799909
221,크래버 대게나라,"대전광역시 서구 둔산서로 17 (둔산동,(1층))",대전광역시 서구 둔산동 1254 (1층) ,20140404,한식,대게찜,042 477 1002,NULL,36.3482238,127.382598
222,만년애한우바보곰탕,"대전광역시 서구 둔산대로117번길 95 (만년동,리더스타운 A동 201호)",대전광역시 서구 만년동 306 리더스타운 A동 201호 ,20091015,한식,곰탕,042  4884292,NULL,36.3692152,127.3817136
223,장수촌버섯이야기,"대전광역시 서구 도산로 262 (가장동,(1층))",대전광역시 서구 가장동 39-40 (1층) ,20090729,한식,동충하초샤브샤브,042 524 2798,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200623_134%2F1592883540818MhFD7_JPEG%2Ffp_We5WW-w18WUy5iZAFqPvc.JPG.jpg,36.3304556,127.3837864
224,총체보리한우타운,"대전광역시 서구 만년로 80 (만년동,(1층))",대전광역시 서구 만년동 343 (1층) ,20150327,한식,한우구이,042 482 0985,NULL,36.3670471,127.3817217
225,토담낙지한마당,"대전광역시 서구 둔산로123번길 28 (둔산동,(1층))",대전광역시 서구 둔산동 1474 (1층) ,20110429,한식,낙지볶음,042 489 5330,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200506_196%2F1588774058760rP9NR_JPEG%2FceYjulOYHTaCAw5sAqLvO9Ww.jpg,36.3525576,127.387973
226,제주유기농쌈밥촌,"대전광역시 서구 복수남로 17 (복수동,(1층))",대전광역시 서구 복수동 841 (1층) ,20091217,한식,쌈밥,042 583 7707,NULL,36.297472,127.3791549
227,허허감자탕,"대전광역시 서구 도솔로305번길 64 (괴정동,(1층))",대전광역시 서구 괴정동 116-25 (1층) ,20161014,한식,감자탕,042 537 3889,NULL,36.3379827,127.3794172
228,백마강숯불민물장어,"대전광역시 서구 변동중로 67 (변동,외3필지 (1층))",대전광역시 서구 변동 71-6 외3필지 (1층) ,20111114,한식,장어구이,042 526 1881,NULL,36.3299357,127.3765183
229,수복삼계탕,"대전광역시 서구 둔산중로 66 (둔산동,(매트로팰리스 109,110호))","대전광역시 서구 둔산동 1405 (매트로팰리스 109,110호) ",20110429,한식,삼계탕,042 489 8233,NULL,36.3525506,127.3872136
230,갈비가,"대전광역시 서구 유등로65번길 13 (복수동,(1층))",대전광역시 서구 복수동 694 (1층) ,20100722,한식,소고기 구이,042 585 8388,NULL,36.298862,127.381286
231,명품묵은정,"대전광역시 서구 둔산로74번길 25, 1층 (둔산동)",대전광역시 서구 둔산동 1209 1층 ,20150327,한식,묵은지찜,042 472 3921,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150825_205%2F14404800945962B8q9_JPEG%2F166775545151922_0.jpg,36.3500936,127.3821989
232,심청아배고파,"대전광역시 서구 도솔로 78, 1층 (도마동)",대전광역시 서구 도마동 106-14 1층 ,20101104,한식,삼겹살,042 522 7792,NULL,36.3175096,127.3736471
233,엘에이농장,"대전광역시 서구 둔산로137번길 17 (둔산동,(1층))",대전광역시 서구 둔산동 1460 (1층) ,20160711,한식,소갈비,042 482 9291,NULL,36.3520637,127.389032
234,500돈,"대전광역시 서구 둔산남로105번길 18 (둔산동,(1,2층))","대전광역시 서구 둔산동 1492 (1,2층) ",20150327,한식,삼겹살,042 483 5641,NULL,36.3498066,127.3894863
235,샤브향관저점,"대전광역시 서구 구봉로131번길 38 (관저동,(2층203,204,205호))","대전광역시 서구 관저동 1518 (2층203,204,205호) ",20111223,한식,샤브샤브,042 542 9914,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211114_272%2F1636883574734EyWtX_JPEG%2F%25B3%25BB%25BA%25CE%25BB%25E7%25C1%25F81.jpg,36.2944985,127.3329295
236,오지다다복수육국밥,"대전광역시 서구 월평북로 89 (월평동,(1층))",대전광역시 서구 월평동 239 (1층) ,20120501,한식,콩나물해장국,042 472 7888,NULL,36.3624142,127.3783285
237,쌈채우리,"대전광역시 서구 대덕대로176번길 51 (둔산동,(지하1층))",대전광역시 서구 둔산동 1133 (지하1층) ,20131014,한식,쌈밥,042 488 9991,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDAyMTFfMTE4%2FMDAxNTgxNDA2NzgyMDk0.bNmgIgbqCedzOfUTINe5kK-mH9imbK89K_o9ua9d-jog.zY0JlYUh_p8I1TtkAeWtE4JOvrgA3JxDI-Yro4i6dD4g.JPEG.rose7166%2F20200211_114837.jpg,36.3471046,127.3789694
238,쌍둥이수육국밥,"대전광역시 서구 청사서로 8 (월평동,(1층))",대전광역시 서구 월평동 297 (1층) ,20130722,한식,수육국밥,042 472 1420,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTAyMjdfMjIy%2FMDAxNjE0MzUyNzg0Nzk3.8pe6IAvARPke2opjO9x_QuXp4ACu_kdAQxyKEg0zWXUg.Wgzk9zeQrQnPb7jT8qIbeLVYiCu2gIP74eQuG6GgTyQg.JPEG.c2hun2%2F1614352009141.jpg,36.3584828,127.3768924
239,일등석갈비,"대전광역시 서구 둔산대로117번길 17 (만년동,(3층))",대전광역시 서구 만년동 358 (3층) ,20121221,한식,석갈비,042 625 0620,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_47%2F1657264633283XWWfe_JPEG%2F20220524_113530.jpg,36.365748,127.3819827
240,온누리샤브샤브,"대전광역시 서구 동서대로 1147, 1층 (가장동)",대전광역시 서구 가장동 32-23 1층 ,20170707,한식,샤브샤브,042 534 5292,https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210425_92%2F1619340883608pDVtj_JPEG%2FPLztruFgBpI83NQHczUejWaF.jpeg.jpg,36.3280261,127.3878775
